학교ID,학교명,학교급구분,설립일자_x,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드_x,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,시도교육청코드_y,행정표준코드,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자_y,개교기념일,수정일자,급식메뉴
B000008421,자양중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 524-10,서울특별시 광진구 뚝섬로41길 33,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53539805,127.074384,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7134140,Jayang Middle School,중학교,서울특별시,서울특별시성동광진교육지원청,공립,5069.0,서울특별시 광진구 뚝섬로41길 33,(자양동/서울자양중학교),02-446-0365,http://jayang.sen.ms.kr,남여공학,02-458-7047,  ,N,일반계,,전기,주간,19840301,19840301,20230615,타지역메뉴정보없음
B000012229,인일여자고등학교,고등학교,1961-04-07,공립,본교,운영,인천광역시 중구 전동 25-4,인천광역시 중구 참외전로72번길 10,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2023-11-15,37.47797136,126.6263097,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7310056,IN-IL GIRLS HIGH SCHOOL,고등학교,인천광역시,인천광역시교육청,공립,22310.0,인천광역시 중구 참외전로72번길 10,(전동),032-764-6681,http://inil.icehs.kr,여,032-762-3774,일반고,N,일반계,,후기,주간,19610228,19610407,20230615,타지역메뉴정보없음
B000012426,수성고등학교,고등학교,1955-04-25,공립,본교,운영,경기도 수원시 장안구 정자동 49,경기도 수원시 장안구 장안로90번길 39,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2023-11-15,37.29361367,127.0026571,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7530091,Susung High School,고등학교,경기도,경기도교육청,공립,16313.0,경기도 수원시 장안구 장안로90번길 39,(정자동/ 수성고등학교),031-259-1114,susung-h.goesw.kr,남,031-251-2229,일반고,N,일반계,,전기,주간,19550425,19550425,20230615,타지역메뉴정보없음
B000007342,덕곡초등학교,초등학교,1934-10-24,공립,본교,운영,경상북도 고령군 덕곡면 예리 473,경상북도 고령군 덕곡면 덕운로 548,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2013-11-29,2023-11-15,35.77919619,128.2343144,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8921020,Deokgok Elementary School,초등학교,경상북도,경상북도고령교육지원청,공립,40127.0,경상북도 고령군 덕곡면 덕운로 548,(덕곡면/ 덕곡초등학교),054-955-5707,http://school.gyo6.net/deokgoges,남여공학,054-955-2100,,N,일반계,,전기,주간,19340929,19341024,20230615,타지역메뉴정보없음
B000008773,인천남중학교,중학교,1946-09-27,공립,본교,운영,인천광역시 미추홀구 숭의동 41-3,인천광역시 미추홀구 수봉로 16-23,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2023-11-15,37.46379213,126.6539999,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7321087,Incheon Nam Middle School,중학교,인천광역시,인천광역시남부교육지원청,공립,22163.0,인천광역시 미추홀구 수봉로 16-23,(숭의동/ 인천남 중학교),032-882-2503,http://icnamjung.icems.kr,남,032-882-8180,  ,N,해당없음,,후기,주간,19460901,19460901,20230615,타지역메뉴정보없음
B000012502,인덕원고등학교,고등학교,2007-03-01,공립,본교,운영,경기도 안양시 동안구 관양동 193-3,경기도 안양시 동안구 안양판교로 43,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2023-11-15,37.39997331,126.981096,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7530818,Indeogwon High School,고등학교,경기도,경기도교육청,공립,13942.0,경기도 안양시 동안구 안양판교로 43,(관양동/인덕원고등학교),031-424-3092,http://indeogwon.hs.kr/,남여공학,031-424-3097,일반고,N,일반계,,전기,주간,20070301,20070301,20230615,타지역메뉴정보없음
B000006676,장흥서초등학교,초등학교,1946-03-01,공립,본교,운영,전라남도 장흥군 장흥읍 예양리 120-2,전라남도 장흥군 장흥읍 칠거리예양로 40,8490000,전라남도교육청,8621000,전라남도장흥교육지원청,2013-11-29,2023-11-15,34.67482619,126.9017718,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8621014,Jangheungseo Elementary School,초등학교,전라남도,전라남도장흥교육지원청,공립,59331.0,전라남도 장흥군 장흥읍 칠거리예양로 40,/ 장흥서초등학교 (장흥읍),061-863-6601,http://jangheung-seo.es.jne.kr/,남여공학,061-863-6606,  ,N,일반계,,전기,주간,19460201,19460201,20230615,타지역메뉴정보없음
B000010593,두륜중학교,중학교,1970-03-19,공립,본교,운영,전라남도 해남군 북일면 흥촌리 275-9,전라남도 해남군 북일면 오소재로 35,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2023-11-15,34.46853261,126.6740469,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8641012,Duryun Middle School,중학교,전라남도,전라남도해남교육지원청,공립,59051.0,전라남도 해남군 북일면 오소재로 35,(북일면/두륜중학교),061-533-0093,http://duryun.ms.jne.kr,남여공학,061-534-9544,,N,일반계,,전기,주간,19691014,19700319,20230615,타지역메뉴정보없음
B000023820,창북중학교,중학교,1952-05-01,공립,본교,운영,경상남도 창원시 의창구 북면 무동리 125-1,경상남도 창원시 의창구 북면 무동서로 8,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2023-11-15,35.31697458,128.5807219,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9022163,Changbuk Middle School,중학교,경상남도,창원교육지원청,공립,51106.0,경상남도 창원시 의창구 북면 무동서로 8,(북면),055-298-1458,http://changbuk-m.gne.go.kr,남여공학,055-299-1680,  ,N,해당없음,,전기,주간,19520501,19580501,20230615,타지역메뉴정보없음
B000007275,옥전초등학교,초등학교,1929-09-11,공립,본교,운영,경상북도 의성군 옥산면 정자리 97,경상북도 의성군 옥산면 신감옥산로 1206,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2013-11-29,2023-11-15,36.39401458,128.806148,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8871038,Okjeon Elementary School,초등학교,경상북도,경상북도의성교육지원청,공립,37324.0,경상북도 의성군 옥산면 신감옥산로 1206,/ 옥전초등학교 (옥산면),054-833-3481,http://school.gyo6.net/okjeon,남여공학,054-832-5882,  ,N,일반계,,전기,주간,19290911,19290911,20230615,타지역메뉴정보없음
B000010744,아포중학교,중학교,1951-12-27,공립,본교,운영,경상북도 김천시 아포읍 국사리 757-1,경상북도 김천시 아포읍 아포대로 1053,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2023-11-15,36.15917383,128.2429083,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8781084,Apo Middle School,중학교,경상북도,경상북도김천교육지원청,공립,39674.0,경상북도 김천시 아포읍 아포대로 1053,(아포읍/아포중학교),054-429-0510,http://apo.ms.kr,남여공학,054-431-5002,,N,일반계,,전기,주간,19511129,19511129,20230820,타지역메뉴정보없음
B000007093,오태초등학교,초등학교,2000-09-01,공립,본교,운영,경상북도 구미시 오태동 743-1,경상북도 구미시 금오대로10길 19-9,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2023-11-15,36.07019424,128.3494353,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8801116,Otae Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39362.0,경상북도 구미시 금오대로10길 19-9,(오태동/ 오태초등학교),054-465-1331,http://school.gyo6.net/otaees,남여공학,054-465-1337,  ,N,일반계,,전기,주간,19981109,19981109,20230615,타지역메뉴정보없음
B000013580,상주여자고등학교,고등학교,1953-04-14,공립,본교,운영,경상북도 상주시 복룡동 178-3,경상북도 상주시 삼백로 315,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2013-11-29,2023-11-15,36.42050629,128.1787791,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8750104,Sangju Girls High School,고등학교,경상북도,경상북도교육청,공립,37237.0,경상북도 상주시 삼백로 315,(복룡동/ 상주여자고등학교),054-530-8600,school.gyo6.net/sangjughs,여,054-534-9982,자율고,N,일반계,,전기,주간,19530225,19530414,20230615,타지역메뉴정보없음
B000010777,광평중학교,중학교,2008-03-01,공립,본교,운영,경상북도 구미시 광평동 160,경상북도 구미시 화신로10길 11-12,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2023-11-15,36.11651264,128.3568194,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8801136,Gwangpyeong Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39272.0,경상북도 구미시 화신로10길 11-12,(광평동),054-444-4510,http://school.gyo6.net/gp,남여공학,054-444-4513,,N,해당없음,,전기,주간,20080301,20080301,20230615,타지역메뉴정보없음
B000012524,광덕고등학교,고등학교,2010-03-01,공립,본교,운영,경기도 안산시 상록구 월피동 236-37,경기도 안산시 상록구 순환로 532,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2023-11-15,37.34014053,126.8457848,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7530934,KWANGDEOK HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,15257.0,경기도 안산시 상록구 순환로 532,/ 광덕고등학교 (월피동/ 광덕고등학교),031-8040-4600,http://www.kwangdeok.hs.kr/,남여공학,031-475-0202,일반고,N,일반계,,전기,주간,20100301,20100301,20230615,타지역메뉴정보없음
B000012943,부여여자고등학교,고등학교,1954-09-27,공립,본교,운영,충청남도 부여군 부여읍 쌍북리 646-10,충청남도 부여군 부여읍 부소로 47,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2023-11-15,36.28531993,126.9152923,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8140053,Buyo Girls High School,고등학교,충청남도,충청남도교육청,공립,33136.0,충청남도 부여군 부여읍 부소로 47,(부여읍/ 부여여자고등학교),041-834-4148,http://buyeoyeo.cnehs.kr,여,041-834-4151,일반고,N,일반계,,전기,주간,19540927,19540927,20230615,타지역메뉴정보없음
B000009487,덕풍중학교,중학교,2009-03-01,공립,본교,운영,경기도 하남시 덕풍동 760,경기도 하남시 덕풍북로71번길 10,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2023-11-15,37.55369803,127.1992248,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7692088,Deokpung Middle School,중학교,경기도,경기도광주하남교육지원청,공립,12930.0,경기도 하남시 덕풍북로71번길 10,(덕풍동),031-796-5305,https://dp-m.goegh.kr,남여공학,031-796-5307,  ,N,해당없음,,전기,주간,20090301,20090301,20230615,타지역메뉴정보없음
B000005470,죽리초등학교,초등학교,1943-04-01,공립,본교,운영,충청북도 증평군 증평읍 죽리 308,충청북도 증평군 증평읍 남하길 233,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2013-11-29,2023-11-15,36.75397387,127.6120057,2024-03-22,C738100,청주대학교 지방교육재정연구원,M10,8092032,Jukri Elementary School,초등학교,충청북도,충청북도괴산증평교육지원청,공립,27950.0,충청북도 증평군 증평읍 남하길 233,(증평읍),043-838-8891,http://school.cbe.go.kr/jukri-e/M01,남여공학,043-838-8892,,N,일반계,,전기,주간,19390730,19530401,20230615,타지역메뉴정보없음
B000013218,영주여자고등학교,고등학교,1954-06-16,공립,본교,운영,경상북도 영주시 하망동 167-1,경상북도 영주시 명륜길 58,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2013-11-29,2023-11-15,36.83029873,128.6287893,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8750118,Yeongju  Girls High School,고등학교,경상북도,경상북도교육청,공립,36068.0,경상북도 영주시 명륜길 58,(하망동/영주여자고등학교),054-639-1703,http://school.gyo6.net/yeongju-girl,여,054-639-1799,일반고,N,일반계,,전기,주간,19540516,19540516,20230615,타지역메뉴정보없음
B000012534,기흥고등학교,고등학교,2001-03-01,공립,본교,운영,경기도 용인시 기흥구 신갈동 161,경기도 용인시 기흥구 관곡로 20,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2023-11-15,37.28229211,127.108853,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7530522,Giheung High School,고등학교,경기도,경기도교육청,공립,16964.0,경기도 용인시 기흥구 관곡로 20,/ 기흥고등학교 (신갈동),031-679-1940,https://giheung-h.goeyi.kr/,남여공학,031-679-1980,일반고,N,일반계,,전기,주간,20010105,20010105,20230615,타지역메뉴정보없음
B000009612,동화중학교,중학교,1950-06-05,사립,본교,운영,경기도 남양주시 다산동 4106,경기도 남양주시 경춘로 434,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2023-11-15,37.60793099,127.1619037,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7652070,Donghwa Middle School,중학교,경기도,경기도구리남양주교육지원청,사립,12259.0,경기도 남양주시 경춘로 434,(다산동/ 동화중고교),031-551-0528,www.donghwa.ms.kr,남여공학,031-551-7813,  ,N,일반계,,전기,주간,19500605,19500605,20230615,타지역메뉴정보없음
B000010001,음성중학교,중학교,1946-09-01,공립,본교,운영,충청북도 음성군 음성읍 읍내리 274-3,충청북도 음성군 음성읍 수정로 79,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2013-11-29,2023-11-15,36.93587078,127.6955885,2024-03-22,C738100,청주대학교 지방교육재정연구원,M10,8101011,Eumseong Middle School,중학교,충청북도,충청북도음성교육지원청,공립,27700.0,충청북도 음성군 음성읍 수정로 79,/ 음성중학교 (음성읍),043-872-2151,http://school.cbe.go.kr/eumseong-m/,남,043-873-1730,  ,N,일반계,,전기,주간,19390131,19390131,20230615,타지역메뉴정보없음
B000006527,나주중앙초등학교,초등학교,1945-11-15,공립,본교,운영,전라남도 나주시 성북동 13,전라남도 나주시 대호길 24,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2023-11-15,35.03907903,126.7187473,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8531020,NajuJungang Elementary School,초등학교,전라남도,전라남도나주교육지원청,공립,58251.0,전라남도 나주시 대호길 24,/ 나주중앙초등학교 (성북동),061-333-2181,http://njjungang.es.jne.kr,남여공학,061-333-3676,,N,일반계,,전기,주간,19451115,19451115,20230615,타지역메뉴정보없음
B000003938,구성초등학교,초등학교,1935-05-12,공립,본교,운영,경기도 용인시 기흥구 마북동 333,경기도 용인시 기흥구 구성로 51,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2023-11-15,37.2956668,127.1153666,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7751067,Kusung Elementary School,초등학교,경기도,경기도용인교육지원청,공립,16917.0,경기도 용인시 기흥구 구성로 51,(마북동/구성초등학교),031-283-2808,https://kusung-e.goeyi.kr/,남여공학,031-283-6242,  ,N,일반계,,전기,주간,19350512,19350512,20230615,타지역메뉴정보없음
B000010893,구천중학교,중학교,1973-04-19,공립,본교,운영,경상북도 청송군 부남면 하속리 90,경상북도 청송군 부남면 부남로 523,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2013-11-29,2023-11-15,36.31362921,129.0988847,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8881023,Gucheon Middle School,중학교,경상북도,경상북도청송교육지원청,공립,37444.0,경상북도 청송군 부남면 부남로 523,(부남면/구천중학교),054-874-4170,http://school.gyo6.net/gucheon,남여공학,054-874-4173,,N,일반계,,전기,주간,19730301,19730419,20230820,타지역메뉴정보없음
B000013207,사곡고등학교,고등학교,2004-03-01,공립,본교,운영,경상북도 구미시 사곡동 461-2,경상북도 구미시 박정희로 195,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2023-11-15,36.09685605,128.352797,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8750487,Sagok High School,고등학교,경상북도,경상북도교육청,공립,39331.0,경상북도 구미시 박정희로 195,(사곡동/사곡고등학교),054-713-2500,http://school.gyo6.net/sagok,남여공학,054-464-7197,일반고,N,일반계,,전기,주간,20040301,20040301,20230615,타지역메뉴정보없음
B000008381,동작중학교,중학교,1985-04-25,공립,본교,운영,서울특별시 동작구 동작동 59-1,서울특별시 동작구 동작대로39가길 83,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.49546195,126.9778016,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7132136,Dongjak Middle School,중학교,서울특별시,서울특별시동작관악교육지원청,공립,6992.0,서울특별시 동작구 동작대로39가길 83,(동작동),02-591-6595,http://dongjak.ms.kr,남여공학,02-535-7156,  ,N,일반계,,전기,주간,19841208,19841208,20230615,타지역메뉴정보없음
B000006870,비금초등학교,초등학교,1925-10-07,공립,본교,운영,전라남도 신안군 비금면 신원리 93,전라남도 신안군 비금면 유옥우길 21-4,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2013-11-29,2023-11-15,34.76104317,125.9211635,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8721027,Bigeum Elementary School,초등학교,전라남도,전라남도신안교육지원청,공립,58846.0,전라남도 신안군 비금면 유옥우길 21-4,/ 비금초등학교 (비금면),061-275-5262,http://sa-bigeum.es.jne.kr,남여공학,061-275-9872,  ,N,일반계,,전기,주간,19250813,19250813,20230615,타지역메뉴정보없음
B000005463,연풍초등학교,초등학교,1912-04-01,공립,본교,운영,충청북도 괴산군 연풍면 삼풍리 162,충청북도 괴산군 연풍면 중앙로 53,8000000,충청북도교육청,8092000,충청북도괴산증평교육지원청,2013-11-29,2023-11-15,36.76327316,127.9964865,2024-03-22,C738100,청주대학교 지방교육재정연구원,M10,8092030,yunpung elementary school,초등학교,충청북도,충청북도괴산증평교육지원청,공립,28013.0,충청북도 괴산군 연풍면 중앙로 53,(연풍면/연풍초등학교),043-834-5152,http://school.cbe.go.kr/yunpung-e/M01,남여공학,043-833-3686,  ,N,일반계,,전기,주간,19120401,19120401,20230615,타지역메뉴정보없음
B000005300,목행초등학교,초등학교,1946-10-01,공립,본교,운영,충청북도 충주시 목행동 577-1,충청북도 충주시 목행초길 16,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2023-11-15,37.00806042,127.9191523,2024-03-22,C738100,청주대학교 지방교육재정연구원,M10,8021058,mokhaeng elementary school,초등학교,충청북도,충청북도충주교육지원청,공립,27435.0,충청북도 충주시 목행초길 16,/ 목행초등학교 (목행동),043-853-2904,http://school.cbe.go.kr/mokhaeng-e/,남여공학,043-853-3375,  ,N,일반계,,전기,주간,19460901,19460901,20230615,타지역메뉴정보없음
B000011426,인천비즈니스고등학교,고등학교,1970-03-05,공립,본교,운영,인천광역시 미추홀구 도화동 1010,인천광역시 미추홀구 장고개로 31,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2023-11-15,37.47211645,126.6665695,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7310345,Incheon Business High School,고등학교,인천광역시,인천광역시교육청,공립,22115.0,인천광역시 미추홀구 장고개로 31,(도화동/ 인천비즈니스고등학교),032-763-3037,http://ibg.icehs.kr,여,032-627-0565,특성화고,N,전문계,,전기,주간,19691102,19691002,20230615,타지역메뉴정보없음
B000003105,인천서창초등학교,초등학교,2004-03-01,공립,본교,운영,인천광역시 남동구 서창동 560-6,인천광역시 남동구 장아산로174번길 8,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2023-11-15,37.43592687,126.7500721,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7341036,Incheon  Seochang Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21605.0,인천광역시 남동구 장아산로174번길 8,(서창동/ 서창초등학교),032-465-0226,http://seochang.icees.kr/,남여공학,032-465-0227,  ,N,해당없음,,전후기,주간,20040301,20040301,20230615,타지역메뉴정보없음
B000008279,영파여자중학교,중학교,1967-10-28,사립,본교,운영,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.53273562,127.1197395,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7130196,Young-Pa Girls’ Middle School,중학교,서울특별시,서울특별시강동송파교육지원청,사립,5529.0,서울특별시 송파구 올림픽로 565,(풍납동),02-488-4074,http://youngpa.sen.ms.kr,여,02-487-9810,,N,일반계,,전기,주간,19671028,19671028,20230615,타지역메뉴정보없음
B000003040,인천동암초등학교,초등학교,1967-03-02,공립,본교,운영,인천광역시 부평구 십정동 501,인천광역시 부평구 동암남로35번길 4,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2013-11-29,2023-11-15,37.47210513,126.7067791,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7331019,Incheon Dongam Elementary School,초등학교,인천광역시,인천광역시북부교육지원청,공립,21438.0,인천광역시 부평구 동암남로35번길 4,/ 동암초등학교 (십정동/동암초등학교),032-424-6670,http://dongam.icees.kr/main.do,남여공학,032-628-0691,  ,N,해당없음,,전후기,주간,19670511,19670511,20230615,타지역메뉴정보없음
B000011020,창원남중학교,중학교,1952-05-22,사립,본교,운영,경상남도 창원시 성산구 외동 257-7,경상남도 창원시 성산구 창원대로 813,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2023-11-15,35.21397156,128.6797496,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9022165,,중학교,경상남도,창원교육청(폐지),사립,51508.0,경상남도 창원시 성산구 창원대로 813,(외동/ 창원남고등학교/ 창원남중학교),055-289-6959,http://changwonnam-m.gne.go.kr,남여공학,055-289-6961,  ,N,해당없음,,전기,주간,19530305,19520522,20230615,타지역메뉴정보없음
B000013305,창신고등학교,고등학교,1908-09-15,사립,본교,운영,경상남도 창원시 마산회원구 봉암동 511-1,경상남도 창원시 마산회원구 봉덕2길 106,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2023-11-15,35.2259412,128.5975545,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9010112,,고등학교,경상남도,경상남도교육청,사립,51347.0,경상남도 창원시 마산회원구 봉덕2길 106,(봉암동/ 창신고등학교),055-290-2812,http://changshin-h.gne.go.kr/,남,055-294-5012,일반고,N,일반계,,전기,주간,19090819,19080915,20230615,타지역메뉴정보없음
B000011704,포항흥해공업고등학교,고등학교,1977-10-24,공립,본교,운영,경상북도 포항시 북구 흥해읍 옥성리 376,경상북도 포항시 북구 흥해읍 동해대로1475번길 42,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2023-11-15,36.1071263,129.3385381,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8750670,PohangHeunghae Technical High School,고등학교,경상북도,경상북도교육청,공립,37544.0,경상북도 포항시 북구 흥해읍 동해대로1475번길 42,/ 포항흥해공업고등학교 (흥해읍/ 흥해공업고등학교),054-261-1121,http://school.gyo6.net/heunghae-th,남여공학,054-262-1204,특성화고,N,전문계,,전기,주간,19930301,19930301,20230615,타지역메뉴정보없음
B000008825,상인천중학교,중학교,1960-04-06,공립,본교,운영,인천광역시 남동구 간석동 11-1,인천광역시 남동구 백범로297번길 21,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2023-11-15,37.46140184,126.7161385,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7341079,SANG INCHEON MIDDLE SCHOOL,중학교,인천광역시,인천광역시동부교육지원청,공립,21546.0,인천광역시 남동구 백범로297번길 21,(간석동/ 상인천중학교),032-422-0952,http://sic.icems.kr,남,032-422-0941,  ,N,해당없음,,후기,주간,19600406,19600406,20230615,타지역메뉴정보없음
B000010578,성전중학교,중학교,1947-03-01,공립,본교,운영,전라남도 강진군 성전면 월평리 105,전라남도 강진군 성전면 별뫼로 367-9,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2013-11-29,2023-11-15,34.69371745,126.7064011,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8631005,Seongjeon junior high school,중학교,전라남도,전라남도강진교육지원청,공립,59203.0,전라남도 강진군 성전면 별뫼로 367-9,(성전면/ 성전중학교),061-432-5014,seongjeon.hs.jne.kr,남여공학,061-432-1894,,N,일반계,,전기,주간,19461023,19461023,20230702,타지역메뉴정보없음
B000003059,인천동춘초등학교,초등학교,1971-03-01,공립,본교,운영,인천광역시 연수구 동춘동 938-1,인천광역시 연수구 앵고개로 224,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2023-11-15,37.40969974,126.6686618,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7341027,Incheon Dongchun Elementary School,초등학교,인천광역시,인천광역시동부교육지원청,공립,21969.0,인천광역시 연수구 앵고개로 224,(동춘동/ 동춘초등학교),032-812-5561,http://idc.icees.kr/main.do,남여공학,032-817-8996,  ,N,해당없음,,전후기,주간,19701114,19701114,20230615,타지역메뉴정보없음
B000002927,대구서재초등학교,초등학교,1938-08-29,공립,본교,운영,대구광역시 달성군 다사읍 서재리 262,대구광역시 달성군 다사읍 서재로 100,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2023-11-15,35.87192218,128.4983801,2024-03-22,C738100,청주대학교 지방교육재정연구원,D10,7281027,Daegu Seojae Elementary school,초등학교,대구광역시,대구광역시달성교육지원청,공립,42927.0,대구광역시 달성군 다사읍 서재로 100,(다사읍),053-235-0902,http://www.seojae.es.kr,남여공학,053-585-5804,,N,일반계,,전기,주간,19380829,19380829,20230629,타지역메뉴정보없음
B000008819,함박중학교,중학교,2003-03-01,공립,본교,운영,인천광역시 연수구 청학동 109-1,인천광역시 연수구 솔샘로 143,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2023-11-15,37.42443194,126.6615319,2024-03-22,C738100,청주대학교 지방교육재정연구원,E10,7341099,Ham Bak middle school,중학교,인천광역시,인천광역시동부교육지원청,공립,21940.0,인천광역시 연수구 솔샘로 143,(청학동 109-1),032-831-1462,http://hambak.icems.kr,남여공학,032-629-8599,  ,N,해당없음,,후기,주간,20030301,20030301,20230615,타지역메뉴정보없음
B000004030,남촌초등학교,초등학교,1968-03-02,공립,본교,운영,경기도 용인시 처인구 남사면 진목리 141-5,경기도 용인시 처인구 남사읍 천덕산로 330,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2023-11-15,37.10172978,127.1377285,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7751073,Namchon Elementary School,초등학교,경기도,경기도용인교육지원청,공립,17124.0,경기도 용인시 처인구 남사읍 천덕산로 330,(남사읍/ 남촌초등학교),031-333-4461,https://namchon-e.goeyi.kr,남여공학,031-333-0898,  ,N,일반계,,전기,주간,19680302,19680302,20230615,타지역메뉴정보없음
B000013093,영산고등학교,고등학교,1966-11-17,사립,본교,운영,전라남도 나주시 삼영동 17,전라남도 나주시 영강길 32,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2023-11-15,35.00894093,126.7139419,2024-03-22,C738100,청주대학교 지방교육재정연구원,Q10,8490325,Yeongsan high school,고등학교,전라남도,전라남도교육청,사립,58253.0,전라남도 나주시 영강길 32,(삼영동/ 영산고등학교),061-332-4812,http://yeongsan.hs.jne.kr,남여공학,061-332-4816,일반고,N,일반계,,전기,주간,19661117,19661117,20230615,타지역메뉴정보없음
